Variable,Type,NumUniqueValues,Variable_Type,Code,Description,Num Unique Values,Non Missing,Missing_N,Missing_P,Above 0,Positive Above 0,Negative Above 0,Precision,Above0_Diff,Above0_P,Positive Above0_P,Negative Above0_P,Mean,Positive Mean,Negative Mean,Percentage Mean Difference,Correlation,Abs_Correlation,p-value,p-value corrected,Diagnostic Odds,Positive Min,Positive P10,Positive P25,Positive P50,Positive P75,Positive P90,Positive Max,Negative Min,Negative P10,Negative P25,Negative P50,Negative P75,Negative P90,Negative Max
ha7038_index_min_dd,numerical,630,Date_Difference,A7038,"FILTER, DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",630,1683,69200,0.9762566482795592,1681,84,1597.0,0.049970255800118976,0.003481864663159355,0.023715136210374844,0.02704443013522215,0.0235625654720628,428.1764705882353,419.9761904761905,428.6072545340838,0.02015772619648112,-0.0146,0.0146,0.5493399999999999,0.7542708583433374,inf,4.0,91.6,273.75,458.0,623.25,657.2,720,0.0,100.8,242.0,465.0,636.0,695.2,730
ha7038_max_min_dd,numerical,479,Date_Difference,A7038,"FILTER, DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",479,1683,69200,0.9762566482795592,893,48,845.0,0.05375139977603583,0.002986603894493933,0.012598225244416856,0.0154539600772698,0.012467356182775868,186.73499702911468,194.91666666666663,186.30519074421517,0.04611602570196772,0.01312,0.01312,0.59059,0.7847659744408945,1.1897435897435895,0.0,0.0,0.0,153.0,329.0,523.4,680,0.0,0.0,0.0,65.0,365.0,559.0,720
ha7039_claim_cnt,numerical,9,,A7038,"FILTER, DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",9,70883,0,0.0,882,48,834.0,0.054421768707482984,0.003148900838885098,0.0124430399390545,0.0154539600772698,0.012305059238384704,0.020315167247435914,0.02672247263361236,0.02002154123080101,0.32984869487880364,0.00583,0.00583,0.12052,0.30179474548440066,1.2599197293571291,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,8
ha7039_flag,numerical,2,,A7038,"FILTER, DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",2,70883,0,0.0,882,48,834.0,0.054421768707482984,0.003148900838885098,0.0124430399390545,0.0154539600772698,0.012305059238384704,0.0124430399390545,0.0154539600772698,0.012305059238384704,0.2530652360121229,0.00581,0.00581,0.12161,0.3031965940054496,1.2599197293571291,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
ha7039_index_max_dd,numerical,479,Date_Difference,A7039,"FILTER, NON DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",479,882,70001,0.9875569600609456,877,47,830.0,0.05359179019384264,0.002885960407963007,0.01237250116388979,0.015132002575660013,0.012246042167697006,276.5861678004535,235.72916666666663,278.937649880096,0.15622069446582942,-0.043230000000000005,0.043230000000000005,0.19967000000000001,0.4154116643929059,0.22650602409638554,0.0,52.40000000000001,100.25,149.5,386.75,489.50000000000017,636,0.0,35.0,102.25,236.0,426.5,607.9000000000002,729
ha7039_index_min_dd,numerical,499,Date_Difference,A7039,"FILTER, NON DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",499,882,70001,0.9875569600609456,880,48,832.0,0.054545454545454536,0.0031784093742289465,0.012414824428988615,0.0154539600772698,0.012275550703040854,412.1507936507937,398.41666666666674,412.94124700239814,0.035240937442031856,-0.01865,0.01865,0.5802,0.7765988882387362,inf,14.0,95.0,286.75,424.5,567.0,650.9,720,0.0,84.30000000000003,236.25,435.0,606.5,684.7,730
ha7039_max_min_dd,numerical,238,Date_Difference,A7039,"FILTER, NON DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",238,882,70001,0.9875569600609456,338,20,318.0,0.059171597633136085,0.0017472929125238847,0.004768421201134264,0.00643915003219575,0.004691857119671865,135.56462585034015,162.6875,134.00359712230215,0.21158840440694412,0.026760000000000003,0.026760000000000003,0.42738999999999994,0.6629097457627119,1.159029649595687,0.0,0.0,0.0,0.0,318.5,502.9,680,0.0,0.0,0.0,0.0,271.0,437.40000000000015,682
ha9270_claim_cnt,numerical,20,,A7039,"FILTER, NON DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",20,70883,0,0.0,2858,94,2764.0,0.032890132960111965,0.0105167906938782,0.04031996388414712,0.030264005151320026,0.04078079584519823,0.06545998335284907,0.04539600772698004,0.06637945025598654,0.3205537406861137,-0.01097,0.01097,0.0035,0.020741580310880827,0.7340659071384505,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,28
ha9270_flag,numerical,2,,A7039,"FILTER, NON DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",2,70883,0,0.0,2858,94,2764.0,0.032890132960111965,0.0105167906938782,0.04031996388414712,0.030264005151320026,0.04078079584519823,0.04031996388414712,0.030264005151320026,0.04078079584519823,0.26083333616311,-0.01094,0.01094,0.0035700000000000003,0.02096630295250321,0.7340659071384505,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
ha9270_index_max_dd,numerical,651,Date_Difference,A9270,NON-COVERED ITEM OR SERVICE,651,2858,68025,0.9596800361158528,2505,86,2419.0,0.0343313373253493,0.00800222835994268,0.03533992635751873,0.027688345138441726,0.035690573498384406,197.08712386284114,255.77659574468086,195.09117221418236,0.3079116602905593,0.05279,0.05279,0.00476,0.026268998793727384,1.5331748656469617,0.0,10.6,48.25,217.5,441.5,615.9,730,0.0,0.0,21.0,114.0,321.25,532.7000000000003,730
ha9270_index_min_dd,numerical,692,Date_Difference,A9270,NON-COVERED ITEM OR SERVICE,692,2858,68025,0.9596800361158528,2612,88,2524.0,0.033690658499234305,0.008907511462275138,0.03684945614604348,0.028332260141661306,0.03723977160393644,253.35339398180543,287.2553191489362,252.2004341534009,0.13836358946923272,0.03481,0.03481,0.06277999999999999,0.1932145258910558,1.3946117274167986,0.0,17.900000000000006,95.5,255.5,454.5,616.6,730,0.0,3.0,43.75,196.5,433.0,601.0,730
ha9270_max_min_dd,numerical,394,Date_Difference,A9270,NON-COVERED ITEM OR SERVICE,394,2858,68025,0.9596800361158528,1251,40,1211.0,0.0319744204636291,0.00498911808630859,0.01764880154620995,0.0128783000643915,0.01786741815070009,56.26627011896431,31.47872340425532,57.109261939218534,0.4555222601528823,-0.0067,0.0067,0.72016,0.8632826086956521,0.9499342447319326,0.0,0.0,0.0,0.0,14.75,108.70000000000006,295,0.0,0.0,0.0,0.0,10.0,237.70000000000027,727
ha9500_claim_cnt,numerical,6,,A9270,NON-COVERED ITEM OR SERVICE,6,70883,0,0.0,2151,105,2046.0,0.04881450488145049,0.003618306012270974,0.0303457810758574,0.033805537669027684,0.03018723165675672,0.03384450432402692,0.03766902768834514,0.033669238827330805,0.118181339656223,0.00432,0.00432,0.2501,0.4766117242815494,1.1240559109817745,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,5
ha9500_flag,numerical,2,,A9270,NON-COVERED ITEM OR SERVICE,2,70883,0,0.0,2151,105,2046.0,0.04881450488145049,0.003618306012270974,0.0303457810758574,0.033805537669027684,0.03018723165675672,0.0303457810758574,0.033805537669027684,0.03018723165675672,0.11923588334161014,0.00432,0.00432,0.25035,0.476748127340824,1.1240559109817745,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
ha9500_index_max_dd,numerical,688,Date_Difference,A9500,"TECHNETIUM TC-99M SESTAMIBI, DIAGNOSTIC, PER STUDY DOSE",688,2151,68732,0.9696542189241426,2140,104,2036.0,0.048598130841121495,0.003443891187380421,0.030190595770495036,0.0334835801674179,0.03003968898003748,315.9869827986983,323.64761904761906,315.5938416422288,0.02548768729033692,0.01145,0.01145,0.59558,0.7881045034642032,0.5108055009823183,0.0,62.0,137.0,322.0,482.0,599.4000000000002,712,0.0,35.0,118.0,297.5,498.75,634.5,729
ha9500_index_min_dd,numerical,684,Date_Difference,A9500,"TECHNETIUM TC-99M SESTAMIBI, DIAGNOSTIC, PER STUDY DOSE",684,2151,68732,0.9696542189241426,2140,104,2036.0,0.048598130841121495,0.003443891187380421,0.030190595770495036,0.0334835801674179,0.03003968898003748,338.03626220362617,344.11428571428564,337.72434017595316,0.018903136298683315,0.00772,0.00772,0.72044,0.8632826086956521,0.5108055009823183,0.0,65.2,158.0,341.0,503.0,634.4000000000002,719,0.0,38.0,133.25,340.5,524.75,644.0,729
ha9500_max_min_dd,numerical,99,Date_Difference,A9500,"TECHNETIUM TC-99M SESTAMIBI, DIAGNOSTIC, PER STUDY DOSE",99,2151,68732,0.9696542189241426,132,6,126.0,0.045454545454545456,7.270728299628806e-05,0.0018622236643482922,0.0019317450096587247,0.001859037726662437,22.04927940492794,20.466666666666665,22.130498533724342,0.07545969355741453,-0.0038799999999999998,0.0038799999999999998,0.8571200000000001,0.9241866603818052,0.9235209235209236,0.0,0.0,0.0,0.0,0.0,0.0,677,0.0,0.0,0.0,0.0,0.0,0.0,693
ha9502_claim_cnt,numerical,5,,A9500,"TECHNETIUM TC-99M SESTAMIBI, DIAGNOSTIC, PER STUDY DOSE",5,70883,0,0.0,1229,42,1187.0,0.03417412530512612,0.003991100658962835,0.017338430935485236,0.013522215067611077,0.01751331572657391,0.01922887010989941,0.013844172569220863,0.019475633326939815,0.2928648810633842,-0.00629,0.00629,0.09411,0.2538639445754717,0.7689866944113888,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,4
ha9502_flag,numerical,2,,A9500,"TECHNETIUM TC-99M SESTAMIBI, DIAGNOSTIC, PER STUDY DOSE",2,70883,0,0.0,1229,42,1187.0,0.03417412530512612,0.003991100658962835,0.017338430935485236,0.013522215067611077,0.01751331572657391,0.017338430935485236,0.013522215067611077,0.01751331572657391,0.23018811066660916,-0.00626,0.00626,0.09565,0.2565325322391559,0.7689866944113888,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
ha9502_index_max_dd,numerical,593,Date_Difference,A9502,"TECHNETIUM TC-99M TETROFOSMIN, DIAGNOSTIC, PER STUDY DOSE",593,1229,69654,0.9826615690645149,1221,42,1179.0,0.0343980343980344,0.0038730665175874452,0.017225568895221702,0.013522215067611077,0.01739528158519852,321.5231895850285,346.88095238095235,320.625947767481,0.08165819904734464,0.02415,0.02415,0.39763000000000004,0.6376296004206099,inf,25.0,118.3,186.5,280.5,483.5,622.0,722,0.0,34.0,129.5,305.0,500.5,634.0,730
ha9502_index_min_dd,numerical,600,Date_Difference,A9502,"TECHNETIUM TC-99M TETROFOSMIN, DIAGNOSTIC, PER STUDY DOSE",600,1229,69654,0.9826615690645149,1222,42,1180.0,0.03436988543371522,0.0038878207852593664,0.017239676650254644,0.013522215067611077,0.01741003585287044,341.59723352318963,347.0238095238095,341.4052232518955,0.016447985289472757,0.0053100000000000005,0.0053100000000000005,0.85235,0.9214430529300568,inf,25.0,118.3,186.5,280.5,483.5,622.0,722,0.0,39.0,158.0,337.0,526.0,649.4000000000002,730
ha9502_max_min_dd,numerical,71,Date_Difference,A9502,"TECHNETIUM TC-99M TETROFOSMIN, DIAGNOSTIC, PER STUDY DOSE",71,1229,69654,0.9826615690645149,73,1,72.0,0.0136986301369863,0.000740349770768748,0.0010298661174047373,0.0003219575016097875,0.0010623072723785355,20.074043938161108,0.14285714285714285,20.77927548441449,1.028015003111912,-0.02924,0.02924,0.30566,0.5413838559814169,0.37771002710027096,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,696
ha9503_claim_cnt,numerical,9,,A9502,"TECHNETIUM TC-99M TETROFOSMIN, DIAGNOSTIC, PER STUDY DOSE",9,70883,0,0.0,13814,736,13078.0,0.05327928188793977,0.04400440857138016,0.19488452802505535,0.2369607211848036,0.19295631261342344,0.23698206904335314,0.3316162266580812,0.2326452926508993,0.4176304747726558,0.02617,0.02617,0.0,0.0,1.2988754909685027,0.0,0.0,0.0,0.0,0.0,1.0,6,0.0,0.0,0.0,0.0,0.0,1.0,8
ha9503_flag,numerical,2,,A9502,"TECHNETIUM TC-99M TETROFOSMIN, DIAGNOSTIC, PER STUDY DOSE",2,70883,0,0.0,13814,736,13078.0,0.05327928188793977,0.04400440857138016,0.19488452802505535,0.2369607211848036,0.19295631261342344,0.19488452802505535,0.2369607211848036,0.19295631261342344,0.22579734275120456,0.02274,0.02274,0.0,0.0,1.2988754909685027,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1
ha9503_index_max_dd,numerical,709,Date_Difference,A9503,"TECHNETIUM TC-99M MEDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",709,13814,57069,0.8051154719749446,9715,498,9217.0,0.051260936695831184,0.02434475066954972,0.13705684014502773,0.16033483580167418,0.13599008513212446,93.22773997393948,96.36277173913044,93.05130753937912,0.035520159564921355,-0.01239,0.01239,0.14545,0.3396803215926493,0.8765215536143935,0.0,0.0,0.0,16.0,117.25,339.5,729,0.0,0.0,0.0,22.0,102.0,320.3000000000011,729
ha9503_index_min_dd,numerical,730,Date_Difference,A9503,"TECHNETIUM TC-99M MEDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",730,13814,57069,0.8051154719749446,10381,564,9817.0,0.054330026009055,0.03674138517264122,0.14645260499696686,0.18158403090792016,0.14484264573527894,141.59548284349208,195.0733695652174,138.5858693989907,0.3989357501514602,0.047689999999999996,0.047689999999999996,0.0,0.0,1.0892377010927887,0.0,0.0,3.0,102.0,352.25,546.0,730,0.0,0.0,1.0,37.0,212.0,474.30000000000115,730
ha9503_max_min_dd,numerical,632,Date_Difference,A9503,"TECHNETIUM TC-99M MEDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",632,13814,57069,0.8051154719749446,1952,204,1748.0,0.10450819672131148,0.039888870437873314,0.02753833782430202,0.06567933032839665,0.02579045989052333,48.36774286955263,98.71059782608695,45.53456185961157,1.09941115321198,0.09342,0.09342,0.0,0.0,2.4854613650831885,0.0,0.0,0.0,0.0,153.25,386.5,730,0.0,0.0,0.0,0.0,0.0,195.30000000000112,729
ha9552_claim_cnt,numerical,6,,A9503,"TECHNETIUM TC-99M MEDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",6,70883,0,0.0,1774,73,1701.0,0.041149943630214215,0.001594111692428412,0.02502715742843841,0.02350289761751449,0.0250970093099429,0.027876923945092617,0.02672247263361236,0.027929828702952332,0.04331023292663192,-0.0020800000000000003,0.0020800000000000003,0.58038,0.7766126060251536,0.9349532179147156,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,5
ha9552_flag,numerical,2,,A9503,"TECHNETIUM TC-99M MEDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",2,70883,0,0.0,1774,73,1701.0,0.041149943630214215,0.001594111692428412,0.02502715742843841,0.02350289761751449,0.0250970093099429,0.02502715742843841,0.02350289761751449,0.0250970093099429,0.06369527570146738,-0.00209,0.00209,0.57812,0.7753096424384525,0.9349532179147156,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
ha9552_index_max_dd,numerical,359,Date_Difference,A9552,"FLUORODEOXYGLUCOSE F-18 FDG, DIAGNOSTIC, PER STUDY DOSE, UP TO 45 MILLICURIES",359,1774,69109,0.9749728425715616,1161,51,1110.0,0.04392764857881137,4.2595466263405796e-05,0.016379103593245202,0.016419832582099163,0.016377237115835757,81.23731679819615,74.83561643835617,81.51205173427395,0.08218434038759427,0.016980000000000002,0.016980000000000002,0.47488,0.6988021871984562,1.2342751842751845,0.0,0.0,0.0,13.0,76.0,270.79999999999984,524,0.0,0.0,0.0,11.0,69.0,307.0,730
ha9552_index_min_dd,numerical,399,Date_Difference,A9552,"FLUORODEOXYGLUCOSE F-18 FDG, DIAGNOSTIC, PER STUDY DOSE, UP TO 45 MILLICURIES",399,1774,69109,0.9749728425715616,1182,52,1130.0,0.043993231810490696,6.946761443471158e-05,0.016675366448936982,0.01674179008370895,0.016672322469274237,96.40417136414881,101.1917808219178,96.19870664315107,0.051793134136346765,0.02192,0.02192,0.35608,0.5947833941605839,1.2512431521281078,0.0,0.0,0.0,17.0,152.0,344.7999999999999,575,0.0,0.0,0.0,13.0,93.0,370.0,730
ha9552_max_min_dd,numerical,85,Date_Difference,A9552,"FLUORODEOXYGLUCOSE F-18 FDG, DIAGNOSTIC, PER STUDY DOSE, UP TO 45 MILLICURIES",85,1774,69109,0.9749728425715616,92,7,85.0,0.07608695652173914,0.0009995897591549637,0.0012979134630306279,0.002253702511268513,0.0012541127521135491,15.166854565952649,26.356164383561644,14.686654908877133,0.7694086749457492,0.04112,0.04112,0.08336,0.2332550458715596,2.016399286987522,0.0,0.0,0.0,0.0,0.0,0.0,473,0.0,0.0,0.0,0.0,0.0,0.0,712
ha9561_claim_cnt,numerical,7,,A9552,"FLUORODEOXYGLUCOSE F-18 FDG, DIAGNOSTIC, PER STUDY DOSE, UP TO 45 MILLICURIES",7,70883,0,0.0,1895,118,1777.0,0.06226912928759895,0.011772651536945792,0.026734195787424347,0.037990985189954925,0.026218333653009133,0.03206692718987628,0.051835157759175784,0.031161013323103712,0.6447186009952034,0.0151,0.0151,5.9999999999999995e-05,0.0006182432432432432,1.4667561636529236,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,6
ha9561_flag,numerical,2,,A9552,"FLUORODEOXYGLUCOSE F-18 FDG, DIAGNOSTIC, PER STUDY DOSE, UP TO 45 MILLICURIES",2,70883,0,0.0,1895,118,1777.0,0.06226912928759895,0.011772651536945792,0.026734195787424347,0.037990985189954925,0.026218333653009133,0.026734195787424347,0.037990985189954925,0.026218333653009133,0.44035929229199394,0.01494,0.01494,7e-05,0.0007085176991150443,1.4667561636529236,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
ha9561_index_max_dd,numerical,432,Date_Difference,A9561,"TECHNETIUM TC-99M OXIDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",432,1895,68988,0.9732658042125756,1382,86,1296.0,0.062228654124457314,0.008566814235628089,0.0194969174555253,0.027688345138441726,0.01912153090281364,101.7197889182058,124.66101694915254,100.19639842431064,0.24050992225823656,0.01178,0.01178,0.60818,0.7942973165857836,0.9974440586419752,0.0,0.0,0.0,22.0,201.25,409.6,725,0.0,0.0,0.0,24.0,108.0,358.40000000000015,730
ha9561_index_min_dd,numerical,513,Date_Difference,A9561,"TECHNETIUM TC-99M OXIDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",513,1895,68988,0.9732658042125756,1465,95,1370.0,0.06484641638225255,0.010372615942393791,0.020667861123259457,0.030585962652929805,0.020213346710536026,143.0137203166227,199.15254237288138,139.28587507034328,0.4186078592319488,0.061579999999999996,0.061579999999999996,0.00733,0.03717821507760532,1.2270707711837512,0.0,0.0,6.25,128.0,313.25,566.5999999999998,725,0.0,0.0,3.0,36.0,217.0,476.40000000000015,730
ha9561_max_min_dd,numerical,199,Date_Difference,A9561,"TECHNETIUM TC-99M OXIDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",199,1895,68988,0.9732658042125756,237,27,210.0,0.1139240506329114,0.0055944563323602,0.003343537942807161,0.008692852543464262,0.003098396211104062,41.29393139841689,74.4915254237288,39.08947664603264,0.8573184382985005,0.08023999999999999,0.08023999999999999,0.00047000000000000004,0.0037266031195840564,2.213971742543171,0.0,0.0,0.0,0.0,0.0,315.2999999999999,715,0.0,0.0,0.0,0.0,0.0,151.00000000000043,707
ha9577_claim_cnt,numerical,6,,A9561,"TECHNETIUM TC-99M OXIDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",6,70883,0,0.0,1106,32,1074.0,0.028933092224231464,0.005543443428133286,0.015603177066433419,0.0103026400515132,0.015846083479646486,0.01780398685157231,0.010946555054732776,0.0181182407011228,0.4028134656680381,-0.009170000000000001,0.009170000000000001,0.01464,0.06547214076246334,0.6465277954466426,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,5
ha9577_flag,numerical,2,,A9561,"TECHNETIUM TC-99M OXIDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",2,70883,0,0.0,1106,32,1074.0,0.028933092224231464,0.005543443428133286,0.015603177066433419,0.0103026400515132,0.015846083479646486,0.015603177066433419,0.0103026400515132,0.015846083479646486,0.3552765827453632,-0.00916,0.00916,0.014790000000000001,0.06588534566699124,0.6465277954466426,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
ha9577_index_max_dd,numerical,382,Date_Difference,A9577,"INJECTION, GADOBENATE DIMEGLUMINE (MULTIHANCE), PER ML",382,1106,69777,0.9843968229335666,876,24,852.0,0.0273972602739726,0.004843656017844436,0.012358393408856848,0.007726980038634899,0.012570636056479336,134.60849909584087,195.8125,132.7849162011173,0.4682288579267734,0.0327,0.0327,0.27716999999999997,0.5080339543269231,0.7816901408450705,0.0,0.0,0.75,146.5,349.5,466.5,668,0.0,0.0,4.0,41.5,191.5,437.10000000000014,726
ha9577_index_min_dd,numerical,405,Date_Difference,A9577,"INJECTION, GADOBENATE DIMEGLUMINE (MULTIHANCE), PER ML",405,1106,69777,0.9843968229335666,899,24,875.0,0.02669632925472748,0.00518300417429869,0.012682871774614506,0.007726980038634899,0.01290998421293359,149.34719710669074,200.125,147.83426443202978,0.3501286705140821,0.02621,0.02621,0.38377,0.6230474627395316,0.6822857142857143,0.0,0.0,0.75,153.0,349.5,466.5,668,0.0,0.0,6.0,53.0,226.0,490.7000000000001,726
ha9577_max_min_dd,numerical,75,Date_Difference,A9577,"INJECTION, GADOBENATE DIMEGLUMINE (MULTIHANCE), PER ML",75,1106,69777,0.9843968229335666,89,1,88.0,0.011235955056179777,0.0009764180535195338,0.0012555901979318033,0.0003219575016097875,0.0012983755551293213,14.738698010849907,4.3125,15.049348230912475,0.7284801020421571,-0.031160000000000004,0.031160000000000004,0.30049000000000003,0.5349189688715953,0.3614369501466276,0.0,0.0,0.0,0.0,0.0,0.0,138,0.0,0.0,0.0,0.0,0.0,0.0,696
ha9579_claim_cnt,numerical,6,,A9577,"INJECTION, GADOBENATE DIMEGLUMINE (MULTIHANCE), PER ML",6,70883,0,0.0,2002,64,1938.0,0.03196803196803197,0.007988490645162516,0.028243725575949095,0.0206052801030264,0.028593770748188918,0.03258891412609512,0.02189311010946555,0.033079068120453844,0.3432442691311182,-0.00992,0.00992,0.00823,0.041060250817884406,0.714743504931645,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,5
ha9579_flag,numerical,2,,A9577,"INJECTION, GADOBENATE DIMEGLUMINE (MULTIHANCE), PER ML",2,70883,0,0.0,2002,64,1938.0,0.03196803196803197,0.007988490645162516,0.028243725575949095,0.0206052801030264,0.028593770748188918,0.028243725575949095,0.0206052801030264,0.028593770748188918,0.2828412499505767,-0.00987,0.00987,0.00859,0.04248567567567568,0.714743504931645,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
ha9579_index_max_dd,numerical,546,Date_Difference,A9579,"INJECTION, GADOLINIUM-BASED MAGNETIC RESONANCE CONTRAST AGENT, NOT OTHERWISE SPECIFIED (NOS), PER ML",546,2002,68881,0.9717562744240508,1647,49,1598.0,0.029751062537947782,0.007801402160855129,0.023235472539254832,0.015775917578879587,0.023577319739734717,171.28071928071927,215.15625,169.83178534571726,0.2646209383322274,0.01738,0.01738,0.4369,0.6700398526456799,0.6950354609929077,0.0,0.0,4.5,128.0,393.0,623.6000000000001,722,0.0,0.0,8.0,66.0,288.75,530.0,729
