Variable,Type,NumUniqueValues,Code,Description,Class,Variable_Type,Positive Above 0,Negative Above 0,Positive Mean above 0,Negative Mean above 0
g901599_index_min_dd,numerical,707,901599,ANTIFUNGALS - TOPICAL COMBINATIONS***,GPI-6,Date_Difference,137,2590,460.4890510948905,412.442471042471
g901599_max_min_dd,numerical,518,901599,ANTIFUNGALS - TOPICAL COMBINATIONS***,GPI-6,Date_Difference,63,1041,250.6031746031746,249.63976945244957
g902100_claim_cnt,numerical,26,902100,ANTI-INFLAMMATORY AGENTS - TOPICAL***,GPI-6,NA,95,1888,2.5789473684210527,2.2865466101694913
g902100_index_max_dd,numerical,658,902100,ANTI-INFLAMMATORY AGENTS - TOPICAL***,GPI-6,Date_Difference,95,1875,305.29473684210524,286.24533333333335
g902100_index_min_dd,numerical,678,902100,ANTI-INFLAMMATORY AGENTS - TOPICAL***,GPI-6,Date_Difference,95,1879,406.69473684210527,375.95902075572116
g902100_max_min_dd,numerical,410,902100,ANTI-INFLAMMATORY AGENTS - TOPICAL***,GPI-6,Date_Difference,36,693,267.5833333333333,244.9018759018759
g905500_claim_cnt,numerical,40,905500,CORTICOSTEROIDS - TOPICAL***,GPI-6,NA,465,9090,2.556989247311828,2.6552255225522554
g905500_index_max_dd,numerical,732,905500,CORTICOSTEROIDS - TOPICAL***,GPI-6,Date_Difference,462,9054,290.9805194805195,291.60978573006406
g905500_index_min_dd,numerical,732,905500,CORTICOSTEROIDS - TOPICAL***,GPI-6,Date_Difference,464,9078,430.78879310344826,431.8270544172725
g905500_max_min_dd,numerical,712,905500,CORTICOSTEROIDS - TOPICAL***,GPI-6,Date_Difference,229,4335,285.82096069868993,295.2459054209919
g908500_claim_cnt,numerical,27,908500,LOCAL ANESTHETICS - TOPICAL***,GPI-6,NA,93,2154,2.3548387096774195,2.034818941504178
g908500_index_max_dd,numerical,658,908500,LOCAL ANESTHETICS - TOPICAL***,GPI-6,Date_Difference,88,2117,280.54545454545456,245.00614076523382
g908500_index_min_dd,numerical,674,908500,LOCAL ANESTHETICS - TOPICAL***,GPI-6,Date_Difference,89,2121,364.14606741573033,308.55445544554453
g908500_max_min_dd,numerical,376,908500,LOCAL ANESTHETICS - TOPICAL***,GPI-6,Date_Difference,31,647,249.06451612903226,209.83925811437405
g941000_claim_cnt,numerical,39,941000,DIAGNOSTIC TESTS***,GPI-6,NA,363,7153,5.2727272727272725,4.83615266321823
g941000_index_max_dd,numerical,725,941000,DIAGNOSTIC TESTS***,GPI-6,Date_Difference,359,7097,185.4874651810585,194.2770184585036
g941000_index_min_dd,numerical,731,941000,DIAGNOSTIC TESTS***,GPI-6,Date_Difference,362,7141,491.97513812154693,486.37277692199973
g941000_max_min_dd,numerical,728,941000,DIAGNOSTIC TESTS***,GPI-6,Date_Difference,264,5148,422.36742424242425,406.83838383838383
g942000_claim_cnt,numerical,4,942000,DIAGNOSTIC DRUGS***,GPI-6,NA,52,877,1.0384615384615385,1.0855188141391106
g942000_index_max_dd,numerical,515,942000,DIAGNOSTIC DRUGS***,GPI-6,Date_Difference,52,862,319.86538461538464,311.0011600928074
g942000_index_min_dd,numerical,516,942000,DIAGNOSTIC DRUGS***,GPI-6,Date_Difference,52,862,339.9423076923077,330.0812064965197
g942000_max_min_dd,numerical,56,942000,DIAGNOSTIC DRUGS***,GPI-6,Date_Difference,2,56,522,293.69642857142856
g944020_claim_cnt,numerical,10,944020,RADIOGRAPHIC CONTRAST MEDIA - IODINATED***,GPI-6,NA,131,2760,1.2900763358778626,1.2670289855072463
g944020_index_max_dd,numerical,548,944020,RADIOGRAPHIC CONTRAST MEDIA - IODINATED***,GPI-6,Date_Difference,101,2185,182.5742574257426,152.27643020594965
g944020_index_min_dd,numerical,608,944020,RADIOGRAPHIC CONTRAST MEDIA - IODINATED***,GPI-6,Date_Difference,104,2271,234.9903846153846,188.02642007926025
g944020_max_min_dd,numerical,308,944020,RADIOGRAPHIC CONTRAST MEDIA - IODINATED***,GPI-6,Date_Difference,24,465,249.95833333333334,202.76129032258063
g970510_claim_cnt,numerical,36,970510,NEEDLES & SYRINGES***,GPI-6,NA,170,3417,5.405882352941177,5.079601990049751
g970510_index_max_dd,numerical,676,970510,NEEDLES & SYRINGES***,GPI-6,Date_Difference,168,3381,168.98809523809524,189.56048506359065
g970510_index_min_dd,numerical,706,970510,NEEDLES & SYRINGES***,GPI-6,Date_Difference,169,3410,490.76331360946745,480.6439882697947
g970510_max_min_dd,numerical,686,970510,NEEDLES & SYRINGES***,GPI-6,Date_Difference,126,2459,432.92857142857144,405.8934526230175
g972020_claim_cnt,numerical,30,972020,GLUCOSE MONITORING TEST SUPPLIES***,GPI-6,NA,219,4510,2.9406392694063928,3.133481152993348
g972020_index_max_dd,numerical,718,972020,GLUCOSE MONITORING TEST SUPPLIES***,GPI-6,Date_Difference,217,4483,257.5437788018433,258.4586214588445
g972020_index_min_dd,numerical,731,972020,GLUCOSE MONITORING TEST SUPPLIES***,GPI-6,Date_Difference,218,4497,407.8348623853211,411.21614409606406
g972020_max_min_dd,numerical,691,972020,GLUCOSE MONITORING TEST SUPPLIES***,GPI-6,Date_Difference,114,2259,289.6578947368421,305.696768481629
ha0425_claim_cnt,numerical,39,A0425,"GROUND MILEAGE, PER STATUTE MILE",HCPCS,NA,249,6874,1.5542168674698795,2.0996508583066626
ha0425_index_max_dd,numerical,722,A0425,"GROUND MILEAGE, PER STATUTE MILE",HCPCS,Date_Difference,225,5430,236.08444444444444,198.00755064456723
ha0425_index_min_dd,numerical,731,A0425,"GROUND MILEAGE, PER STATUTE MILE",HCPCS,Date_Difference,234,6012,298.21367521367523,269.872754491018
ha0425_max_min_dd,numerical,649,A0425,"GROUND MILEAGE, PER STATUTE MILE",HCPCS,Date_Difference,75,2360,222.17333333333335,231.9042372881356
ha0427_claim_cnt,numerical,20,A0427,"AMBULANCE SERVICE, ADVANCED LIFE SUPPORT, EMERGENCY TRANSPORT, LEVEL 1 (ALS 1 - EMERGENCY)",HCPCS,NA,162,4239,1.3950617283950617,1.5583864118895967
ha0427_index_max_dd,numerical,693,A0427,"AMBULANCE SERVICE, ADVANCED LIFE SUPPORT, EMERGENCY TRANSPORT, LEVEL 1 (ALS 1 - EMERGENCY)",HCPCS,Date_Difference,149,3498,243.61744966442953,211.01772441395082
ha0427_index_min_dd,numerical,720,A0427,"AMBULANCE SERVICE, ADVANCED LIFE SUPPORT, EMERGENCY TRANSPORT, LEVEL 1 (ALS 1 - EMERGENCY)",HCPCS,Date_Difference,155,3716,297.7483870967742,267.97389666307856
ha0427_max_min_dd,numerical,519,A0427,"AMBULANCE SERVICE, ADVANCED LIFE SUPPORT, EMERGENCY TRANSPORT, LEVEL 1 (ALS 1 - EMERGENCY)",HCPCS,Date_Difference,41,1115,240.29268292682926,231.07713004484305
ha0428_claim_cnt,numerical,23,A0428,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, NON-EMERGENCY TRANSPORT, (BLS)",HCPCS,NA,37,1340,1.2972972972972974,2.2970149253731345
ha0428_index_max_dd,numerical,491,A0428,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, NON-EMERGENCY TRANSPORT, (BLS)",HCPCS,Date_Difference,36,1150,277.4166666666667,210.15130434782608
ha0428_index_min_dd,numerical,541,A0428,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, NON-EMERGENCY TRANSPORT, (BLS)",HCPCS,Date_Difference,37,1193,283.3243243243243,259.96647108130765
ha0428_max_min_dd,numerical,232,A0428,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, NON-EMERGENCY TRANSPORT, (BLS)",HCPCS,Date_Difference,5,357,99.2,191.78151260504202
ha0429_claim_cnt,numerical,15,A0429,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, EMERGENCY TRANSPORT (BLS-EMERGENCY)",HCPCS,NA,69,2485,1.3333333333333333,1.5529175050301811
ha0429_index_max_dd,numerical,596,A0429,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, EMERGENCY TRANSPORT (BLS-EMERGENCY)",HCPCS,Date_Difference,60,2027,209.2,190.97089294523926
ha0429_index_min_dd,numerical,650,A0429,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, EMERGENCY TRANSPORT (BLS-EMERGENCY)",HCPCS,Date_Difference,62,2163,256.06451612903226,245.19463707813222
ha0429_max_min_dd,numerical,367,A0429,"AMBULANCE SERVICE, BASIC LIFE SUPPORT, EMERGENCY TRANSPORT (BLS-EMERGENCY)",HCPCS,Date_Difference,18,653,184.66666666666666,219.3843797856049
ha4253_claim_cnt,numerical,20,A4253,"BLOOD GLUCOSE TEST OR REAGENT STRIPS FOR HOME BLOOD GLUCOSE MONITOR, PER 50 STRIPS",HCPCS,NA,48,702,2.8958333333333335,3.3105413105413106
ha4253_index_max_dd,numerical,419,A4253,"BLOOD GLUCOSE TEST OR REAGENT STRIPS FOR HOME BLOOD GLUCOSE MONITOR, PER 50 STRIPS",HCPCS,Date_Difference,48,695,302.8333333333333,263.5294964028777
ha4253_index_min_dd,numerical,420,A4253,"BLOOD GLUCOSE TEST OR REAGENT STRIPS FOR HOME BLOOD GLUCOSE MONITOR, PER 50 STRIPS",HCPCS,Date_Difference,48,701,478.0833333333333,476.0599144079886
ha4253_max_min_dd,numerical,318,A4253,"BLOOD GLUCOSE TEST OR REAGENT STRIPS FOR HOME BLOOD GLUCOSE MONITOR, PER 50 STRIPS",HCPCS,Date_Difference,26,472,323.53846153846155,318.9936440677966
ha7034_claim_cnt,numerical,10,A7034,"NASAL INTERFACE (MASK OR CANNULA TYPE) USED WITH POSITIVE AIRWAY PRESSURE DEVICE, WITH OR WITHOUT HEAD STRAP",HCPCS,NA,72,1225,2.1527777777777777,2.1175510204081633
ha7034_index_max_dd,numerical,567,A7034,"NASAL INTERFACE (MASK OR CANNULA TYPE) USED WITH POSITIVE AIRWAY PRESSURE DEVICE, WITH OR WITHOUT HEAD STRAP",HCPCS,Date_Difference,71,1221,237.1549295774648,262.61015561015563
ha7034_index_min_dd,numerical,586,A7034,"NASAL INTERFACE (MASK OR CANNULA TYPE) USED WITH POSITIVE AIRWAY PRESSURE DEVICE, WITH OR WITHOUT HEAD STRAP",HCPCS,Date_Difference,72,1225,422.80555555555554,440.945306122449
ha7034_max_min_dd,numerical,404,A7034,"NASAL INTERFACE (MASK OR CANNULA TYPE) USED WITH POSITIVE AIRWAY PRESSURE DEVICE, WITH OR WITHOUT HEAD STRAP",HCPCS,Date_Difference,33,605,412.24242424242425,362.8280991735537
ha7035_claim_cnt,numerical,10,A7035,HEADGEAR USED WITH POSITIVE AIRWAY PRESSURE DEVICE,HCPCS,NA,106,1864,1.7547169811320755,1.8149141630901287
ha7035_index_max_dd,numerical,633,A7035,HEADGEAR USED WITH POSITIVE AIRWAY PRESSURE DEVICE,HCPCS,Date_Difference,105,1857,271.0571428571429,263.42703284868065
ha7035_index_min_dd,numerical,662,A7035,HEADGEAR USED WITH POSITIVE AIRWAY PRESSURE DEVICE,HCPCS,Date_Difference,106,1862,422.8867924528302,433.9172932330827
ha7035_max_min_dd,numerical,463,A7035,HEADGEAR USED WITH POSITIVE AIRWAY PRESSURE DEVICE,HCPCS,Date_Difference,46,869,355.7608695652174,366.8239355581128
ha7037_claim_cnt,numerical,14,A7037,TUBING USED WITH POSITIVE AIRWAY PRESSURE DEVICE,HCPCS,NA,72,1377,2.25,2.106753812636166
ha7037_index_max_dd,numerical,574,A7037,TUBING USED WITH POSITIVE AIRWAY PRESSURE DEVICE,HCPCS,Date_Difference,71,1372,254.19718309859155,263.37609329446065
ha7037_index_min_dd,numerical,588,A7037,TUBING USED WITH POSITIVE AIRWAY PRESSURE DEVICE,HCPCS,Date_Difference,72,1375,444.6388888888889,430.6741818181818
ha7037_max_min_dd,numerical,388,A7037,TUBING USED WITH POSITIVE AIRWAY PRESSURE DEVICE,HCPCS,Date_Difference,40,639,349.15,361.2284820031299
ha7038_claim_cnt,numerical,19,A7038,"FILTER, DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",HCPCS,NA,84,1599,2.6904761904761907,2.4715447154471546
ha7038_index_max_dd,numerical,599,A7038,"FILTER, DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",HCPCS,Date_Difference,83,1590,227.7710843373494,243.6735849056604
ha7038_index_min_dd,numerical,630,A7038,"FILTER, DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",HCPCS,Date_Difference,84,1597,419.9761904761905,429.14402003757044
ha7038_max_min_dd,numerical,479,A7038,"FILTER, DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",HCPCS,Date_Difference,48,845,341.1041666666667,352.5467455621302
ha7039_claim_cnt,numerical,9,A7039,"FILTER, NON DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",HCPCS,NA,48,834,1.7291666666666667,1.6270983213429258
ha7039_index_max_dd,numerical,479,A7039,"FILTER, NON DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",HCPCS,Date_Difference,47,830,240.74468085106383,280.2819277108434
ha7039_index_min_dd,numerical,499,A7039,"FILTER, NON DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",HCPCS,Date_Difference,48,832,398.4166666666667,413.9338942307692
ha7039_max_min_dd,numerical,238,A7039,"FILTER, NON DISPOSABLE, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",HCPCS,Date_Difference,20,318,390.45,351.4433962264151
ha9270_claim_cnt,numerical,20,A9270,NON-COVERED ITEM OR SERVICE,HCPCS,NA,94,2764,1.5,1.627713458755427
ha9270_index_max_dd,numerical,651,A9270,NON-COVERED ITEM OR SERVICE,HCPCS,Date_Difference,86,2419,279.56976744186045,222.91525423728814
ha9270_index_min_dd,numerical,692,A9270,NON-COVERED ITEM OR SERVICE,HCPCS,Date_Difference,88,2524,306.84090909090907,276.18145800316955
ha9270_max_min_dd,numerical,394,A9270,NON-COVERED ITEM OR SERVICE,HCPCS,Date_Difference,40,1211,73.975,130.34682080924856
ha9500_claim_cnt,numerical,6,A9500,"TECHNETIUM TC-99M SESTAMIBI, DIAGNOSTIC, PER STUDY DOSE",HCPCS,NA,105,2046,1.1142857142857143,1.115347018572825
ha9500_index_max_dd,numerical,688,A9500,"TECHNETIUM TC-99M SESTAMIBI, DIAGNOSTIC, PER STUDY DOSE",HCPCS,Date_Difference,104,2036,326.75961538461536,317.14390962671905
ha9500_index_min_dd,numerical,684,A9500,"TECHNETIUM TC-99M SESTAMIBI, DIAGNOSTIC, PER STUDY DOSE",HCPCS,Date_Difference,104,2036,347.4230769230769,339.38310412573674
ha9500_max_min_dd,numerical,99,A9500,"TECHNETIUM TC-99M SESTAMIBI, DIAGNOSTIC, PER STUDY DOSE",HCPCS,Date_Difference,6,126,358.1666666666667,359.35714285714283
ha9502_claim_cnt,numerical,5,A9502,"TECHNETIUM TC-99M TETROFOSMIN, DIAGNOSTIC, PER STUDY DOSE",HCPCS,NA,42,1187,1.0238095238095237,1.1120471777590564
ha9502_index_max_dd,numerical,593,A9502,"TECHNETIUM TC-99M TETROFOSMIN, DIAGNOSTIC, PER STUDY DOSE",HCPCS,Date_Difference,42,1179,346.8809523809524,322.80152671755724
ha9502_index_min_dd,numerical,600,A9502,"TECHNETIUM TC-99M TETROFOSMIN, DIAGNOSTIC, PER STUDY DOSE",HCPCS,Date_Difference,42,1180,347.0238095238095,343.43050847457624
ha9502_max_min_dd,numerical,71,A9502,"TECHNETIUM TC-99M TETROFOSMIN, DIAGNOSTIC, PER STUDY DOSE",HCPCS,Date_Difference,1,72,6,342.56944444444446
ha9503_claim_cnt,numerical,9,A9503,"TECHNETIUM TC-99M MEDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",HCPCS,NA,736,13078,1.3994565217391304,1.2056889432634958
ha9503_index_max_dd,numerical,709,A9503,"TECHNETIUM TC-99M MEDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",HCPCS,Date_Difference,498,9217,142.4156626506024,132.03048714332212
ha9503_index_min_dd,numerical,730,A9503,"TECHNETIUM TC-99M MEDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",HCPCS,Date_Difference,564,9817,254.56382978723406,184.6211673627381
ha9503_max_min_dd,numerical,632,A9503,"TECHNETIUM TC-99M MEDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",HCPCS,Date_Difference,204,1748,356.13235294117646,340.67562929061785
ha9552_claim_cnt,numerical,6,A9552,"FLUORODEOXYGLUCOSE F-18 FDG, DIAGNOSTIC, PER STUDY DOSE, UP TO 45 MILLICURIES",HCPCS,NA,73,1701,1.1369863013698631,1.1128747795414462
ha9552_index_max_dd,numerical,359,A9552,"FLUORODEOXYGLUCOSE F-18 FDG, DIAGNOSTIC, PER STUDY DOSE, UP TO 45 MILLICURIES",HCPCS,Date_Difference,51,1110,107.11764705882354,124.91171171171172
ha9552_index_min_dd,numerical,399,A9552,"FLUORODEOXYGLUCOSE F-18 FDG, DIAGNOSTIC, PER STUDY DOSE, UP TO 45 MILLICURIES",HCPCS,Date_Difference,52,1130,142.05769230769232,144.80884955752214
ha9552_max_min_dd,numerical,85,A9552,"FLUORODEOXYGLUCOSE F-18 FDG, DIAGNOSTIC, PER STUDY DOSE, UP TO 45 MILLICURIES",HCPCS,Date_Difference,7,85,274.85714285714283,293.90588235294115
ha9561_claim_cnt,numerical,7,A9561,"TECHNETIUM TC-99M OXIDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",HCPCS,NA,118,1777,1.3644067796610169,1.188519977490152
ha9561_index_max_dd,numerical,432,A9561,"TECHNETIUM TC-99M OXIDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",HCPCS,Date_Difference,86,1296,171.04651162790697,137.383487654321
ha9561_index_min_dd,numerical,513,A9561,"TECHNETIUM TC-99M OXIDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",HCPCS,Date_Difference,95,1370,247.3684210526316,180.66496350364963
ha9561_max_min_dd,numerical,199,A9561,"TECHNETIUM TC-99M OXIDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",HCPCS,Date_Difference,27,210,325.55555555555554,330.77142857142854
ha9577_claim_cnt,numerical,6,A9577,"INJECTION, GADOBENATE DIMEGLUMINE (MULTIHANCE), PER ML",HCPCS,NA,32,1074,1.0625,1.143389199255121
ha9577_index_max_dd,numerical,382,A9577,"INJECTION, GADOBENATE DIMEGLUMINE (MULTIHANCE), PER ML",HCPCS,Date_Difference,24,852,261.0833333333333,167.3838028169014
ha9577_index_min_dd,numerical,405,A9577,"INJECTION, GADOBENATE DIMEGLUMINE (MULTIHANCE), PER ML",HCPCS,Date_Difference,24,875,266.8333333333333,181.456
ha9577_max_min_dd,numerical,75,A9577,"INJECTION, GADOBENATE DIMEGLUMINE (MULTIHANCE), PER ML",HCPCS,Date_Difference,1,88,138,183.67045454545453
ha9579_claim_cnt,numerical,6,A9579,"INJECTION, GADOLINIUM-BASED MAGNETIC RESONANCE CONTRAST AGENT, NOT OTHERWISE SPECIFIED (NOS), PER ML",HCPCS,NA,64,1938,1.0625,1.1568627450980393
ha9579_index_max_dd,numerical,546,A9579,"INJECTION, GADOLINIUM-BASED MAGNETIC RESONANCE CONTRAST AGENT, NOT OTHERWISE SPECIFIED (NOS), PER ML",HCPCS,Date_Difference,49,1598,281.0204081632653,205.96620775969961
ha9579_index_min_dd,numerical,563,A9579,"INJECTION, GADOLINIUM-BASED MAGNETIC RESONANCE CONTRAST AGENT, NOT OTHERWISE SPECIFIED (NOS), PER ML",HCPCS,Date_Difference,50,1621,283.08,223.5823565700185
ha9579_max_min_dd,numerical,141,A9579,"INJECTION, GADOLINIUM-BASED MAGNETIC RESONANCE CONTRAST AGENT, NOT OTHERWISE SPECIFIED (NOS), PER ML",HCPCS,Date_Difference,3,184,128,180.94021739130434
ha9580_claim_cnt,numerical,7,A9580,"SODIUM FLUORIDE F-18, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",HCPCS,NA,91,1247,1.1868131868131868,1.2157177225340818
ha9580_index_max_dd,numerical,319,A9580,"SODIUM FLUORIDE F-18, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",HCPCS,Date_Difference,64,761,128.3125,144.33902759526939
ha9580_index_min_dd,numerical,376,A9580,"SODIUM FLUORIDE F-18, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",HCPCS,Date_Difference,65,797,178.8923076923077,178.40526976160604
ha9580_max_min_dd,numerical,110,A9580,"SODIUM FLUORIDE F-18, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES",HCPCS,Date_Difference,10,109,341.6,296.76146788990826
ha9585_claim_cnt,numerical,6,A9585,"INJECTION, GADOBUTROL, 0.1 ML",HCPCS,NA,54,1330,1.1481481481481481,1.1571428571428573
ha9585_index_max_dd,numerical,416,A9585,"INJECTION, GADOBUTROL, 0.1 ML",HCPCS,Date_Difference,34,1034,228.38235294117646,158.67214700193423
ha9585_index_min_dd,numerical,438,A9585,"INJECTION, GADOBUTROL, 0.1 ML",HCPCS,Date_Difference,38,1062,235.5,174.2523540489642
ha9585_max_min_dd,numerical,98,A9585,"INJECTION, GADOBUTROL, 0.1 ML",HCPCS,Date_Difference,5,119,236.8,176.3781512605042
hc1769_claim_cnt,numerical,10,C1769,GUIDE WIRE,HCPCS,NA,70,1422,1.3714285714285714,1.471167369901547
hc1769_index_max_dd,numerical,573,C1769,GUIDE WIRE,HCPCS,Date_Difference,65,1282,228,252.7730109204368
hc1769_index_min_dd,numerical,602,C1769,GUIDE WIRE,HCPCS,Date_Difference,66,1310,248.4090909090909,283.35496183206106
hc1769_max_min_dd,numerical,187,C1769,GUIDE WIRE,HCPCS,Date_Difference,12,294,131.25,160.34013605442178
he0143_claim_cnt,numerical,8,E0143,"WALKER, FOLDING, WHEELED, ADJUSTABLE OR FIXED HEIGHT",HCPCS,NA,57,1230,1.0526315789473684,1.0878048780487806
he0143_index_max_dd,numerical,564,E0143,"WALKER, FOLDING, WHEELED, ADJUSTABLE OR FIXED HEIGHT",HCPCS,Date_Difference,55,1162,328.1818181818182,281.8975903614458
he0143_index_min_dd,numerical,568,E0143,"WALKER, FOLDING, WHEELED, ADJUSTABLE OR FIXED HEIGHT",HCPCS,Date_Difference,55,1164,333.6545454545454,287.1082474226804
he0143_max_min_dd,numerical,31,E0143,"WALKER, FOLDING, WHEELED, ADJUSTABLE OR FIXED HEIGHT",HCPCS,Date_Difference,2,40,150.5,165.725
he0601_claim_cnt,numerical,27,E0601,CONTINUOUS POSITIVE AIRWAY PRESSURE (CPAP) DEVICE,HCPCS,NA,48,942,6.125,5.759023354564756
he0601_index_max_dd,numerical,488,E0601,CONTINUOUS POSITIVE AIRWAY PRESSURE (CPAP) DEVICE,HCPCS,Date_Difference,47,934,292.72340425531917,270.8147751605996
he0601_index_min_dd,numerical,508,E0601,CONTINUOUS POSITIVE AIRWAY PRESSURE (CPAP) DEVICE,HCPCS,Date_Difference,48,941,438.4166666666667,426.92242295430395
he0601_max_min_dd,numerical,115,E0601,CONTINUOUS POSITIVE AIRWAY PRESSURE (CPAP) DEVICE,HCPCS,Date_Difference,37,748,196.9189189189189,198.9211229946524
he1390_claim_cnt,numerical,36,E1390,"OXYGEN CONCENTRATOR, SINGLE DELIVERY PORT, CAPABLE OF DELIVERING 85 PERCENT OR GREATER OXYGEN CONCENTRATION AT THE PRESCRIBED FLOW RATE",HCPCS,NA,51,1076,8.431372549019608,9.561338289962825
he1390_index_max_dd,numerical,365,E1390,"OXYGEN CONCENTRATOR, SINGLE DELIVERY PORT, CAPABLE OF DELIVERING 85 PERCENT OR GREATER OXYGEN CONCENTRATION AT THE PRESCRIBED FLOW RATE",HCPCS,Date_Difference,50,1041,112.28,145.44572526416906
he1390_index_min_dd,numerical,471,E1390,"OXYGEN CONCENTRATOR, SINGLE DELIVERY PORT, CAPABLE OF DELIVERING 85 PERCENT OR GREATER OXYGEN CONCENTRATION AT THE PRESCRIBED FLOW RATE",HCPCS,Date_Difference,50,1062,357.98,424.3596986817326
